Index,Indicator Name,CSV Status,CSV Error Reason,Pine Script Status,Source URL,Last Updated
885,Bjorgum AutoTrail,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:04:46.687Z
886,Fair Value Gaps by DGT,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:06:08.591Z
887,BEST Trend Direction Helper (Strategy Edition),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:07:30.338Z
888,Stop Hunt (Nephew_Sam_),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:08:42.860Z
889,Order Flow Footprint Real-time,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:11:56.967Z
890,Realtime 5D Profile [LucF],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:14:07.169Z
891,Relative Strength of a stock,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:16:33.468Z
892,"Bull Market Support Band (20w SMA, 21w EMA)",REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:17:42.330Z
893,Strength of Divergence Across Multiple Indicators,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:18:49.789Z
894,Liquidity Spectrum Visualizer [BigBeluga],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T14:22:11.023Z
895,Easy Entry/Exit Trend Colors (With Alerts),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:23:29.150Z
896,Adaptive MACD [LuxAlgo],OK,,OK,https://www.tradingview.com/v/kBHEpriQ/,2026-07-08T14:26:04.582Z
897,Horns Pattern Identifier [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:27:11.595Z
898,Elliot Wave - Impulse,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:31:09.770Z
899,CRT overlay 2,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:32:15.018Z
900,Volume HeatMap Divergence [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:33:22.855Z
901,TDI - Traders Dynamic Index + RSI Divergences + Buy/Sell Signals,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:35:58.132Z
902,CDC ActionZone V3 2020,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:38:18.888Z
903,Order Blocks,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:40:30.879Z
904,Moving Average Shaded Fill Area Crossover EMA Color - Editable,OK,,OK,https://www.tradingview.com/v/ZYoEWSqZ/,2026-07-08T14:44:36.937Z
905,Volume Profile Auto [line],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T14:45:42.281Z
906,[blackcat] L3 Banker Fund Flow Trend Oscillator,OK,,OK,https://www.tradingview.com/v/791WkWcm/,2026-07-08T14:48:06.303Z
907,How To Set Backtest Date Range,OK,,OK,https://www.tradingview.com/v/62hUcP6O/,2026-07-08T14:50:35.827Z
908,Bollinger Bands Breakout Oscillator [LuxAlgo],OK,,OK,https://www.tradingview.com/v/YaniRMVC/,2026-07-08T14:53:57.890Z
909,CPR with Pivot Levels - CPR by KGS,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:55:06.200Z
910,Pro Scalper AI [BullByte],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:56:12.112Z
911,Traders Dynamic Index Indicator Alert v0.1 by JustUncleL,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T14:57:12.280Z
912,ADX Di+ Di- [Gu5],REJECTED,Null/empty/NaN value found in OHLCV columns at row 2,SKIP,,2026-07-08T14:58:20.638Z
913,ZLSMA - Zero Lag LSMA,OK,,OK,https://www.tradingview.com/v/3LGnSrQN/,2026-07-08T15:00:58.009Z
914,Next Pivot Projection [Trendoscope],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T15:03:14.578Z
915,Standardized MACD Heikin-Ashi Transformed,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T15:04:26.164Z
916,AI SuperTrend x Pivot Percentile - Strategy [PresentTrading],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T15:05:36.222Z
917,Pullback Candles (Candlestick Analysis) Guaranteed Winners!!!!,OK,,OK,https://www.tradingview.com/v/qb0OGnPK/,2026-07-08T15:09:24.388Z
918,Reversal,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T15:10:45.858Z
919,Hammers & Stars Strategy,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T15:11:46.570Z
920,"MACD-X, More Than MACD by DGT",REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T15:12:50.695Z
921,Madrid MA Ribbon Bar v2,OK,,OK,https://www.tradingview.com/v/n4rW85zV/,2026-07-08T15:15:40.589Z
922,Delta Ladder [Kioseff Trading],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T15:16:48.196Z
923,Best Support And Resistance Indicator V1 [ForexBee],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T15:17:58.259Z
924,VWAP + Fibo Dev Extensions Strategy,OK,,OK,https://www.tradingview.com/v/EaBACrDi/,2026-07-08T15:20:23.000Z
925,Bitcoin Logarithmic Growth Curves,OK,,OK,https://www.tradingview.com/v/d0JTc61s/,2026-07-08T15:22:38.378Z
926,QQE Cross Indicator Alert v2.0 by JustUncleL,REJECTED,Null/empty/NaN value found in indicator columns at row 301,SKIP,,2026-07-08T15:23:43.618Z
927,Price and Volume Breakout Buy Strategy [TradeDots],OK,,OK,https://www.tradingview.com/v/jc2hs2qK/,2026-07-08T15:30:08.379Z
928,CBC Flip,FAIL,Download failed: CSV verification failed: 'Volume' column is missing or CSV is invalid.,SKIP,,2026-07-08T16:21:57.200Z
930,Adaptive Support and Resistance Zones [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T17:46:49.659Z
929,"Full CRYPTO pack macd, rsi, obv, ema strategy",OK,,OK,https://www.tradingview.com/v/DbRYTl6G/,2026-07-08T16:25:16.435Z
931,Saty Pivot Ribbon,OK,,OK,https://www.tradingview.com/v/I4VXGe18/,2026-07-08T17:49:11.645Z
932,Balanced Price Range (BPR),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T17:50:13.852Z
933,EQH/EQL Liquidity Zones [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T17:51:12.875Z
934,Breakout Boxes [ChartPrime],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T17:52:11.682Z
935,Internal Candle Strength [LuxAlgo],OK,,OK,https://www.tradingview.com/v/4WIILHOS/,2026-07-08T17:55:39.492Z
936,"Indicators: Traders Dynamic Index, HLCTrends and Trix Ribbon",OK,,OK,https://www.tradingview.com/v/sQKGbRRi/,2026-07-08T17:58:08.040Z
937,Multiple divergences NON-REPAINT by PeterO,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:00:23.153Z
938,Rolling VWAP,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:01:22.951Z
939,"Code Plots - High, Low, Open, Close—Daily, Weekly, & Monthly!!!",REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:02:26.179Z
940,Footprint IQ Pro [TradingIQ],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:04:52.488Z
941,Fractal Model [Pro+] (TTrades),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:06:16.447Z
942,Triangular Hull Moving Average + Volatility [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:07:04.364Z
943,Liquidation Levels [LuxAlgo],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T18:08:48.812Z
944,Realtime Volume Bars w Market Buy/Sell/Neutral split & Mkt Delta,OK,,OK,https://www.tradingview.com/v/vUjWu5E7/,2026-07-08T18:10:56.354Z
945,Breakaway Fair Value Gaps [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:11:38.844Z
946,ICT Unicorn | Flux Charts,OK,,OK,https://www.tradingview.com/v/GUCWo6S9/,2026-07-08T18:13:37.200Z
947,Two-Pole Oscillator [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:14:19.568Z
948,FX Sniper: T3-CCI Copy Strategy,OK,,OK,https://www.tradingview.com/v/iQL7ZPAf/,2026-07-08T18:16:17.947Z
949,ADX by cobra,OK,,OK,https://www.tradingview.com/v/i2IYS9TW/,2026-07-08T18:18:16.159Z
950,Indicator: HawkEye Volume Indicator,OK,,OK,https://www.tradingview.com/v/gci6llVF/,2026-07-08T18:20:11.870Z
951,Mirage Liquidity Sweep Pro [WillyAlgoTrader],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:20:55.023Z
952,Triple MA Forecast,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:21:39.048Z
953,Moving Average Converging [LuxAlgo],OK,,OK,https://www.tradingview.com/v/srkcHQMv/,2026-07-08T18:24:02.301Z
954,QQE MOD + SSL Hybrid + Waddah Attar Explosion,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:25:17.963Z
955,[BullTrading] 1 minute Easy Scalping Sys v3.0,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:26:13.464Z
956,Fibonacci Entry Bands [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:27:13.869Z
957,Smart Breakout Targets [WillyAlgoTrader],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:28:14.386Z
958,Algo Market Structure (Nephew_Sam_),OK,,OK,https://www.tradingview.com/v/o0pJo9hm/,2026-07-08T18:30:36.045Z
959,Volume Delta [hapharmonic],OK,,OK,https://www.tradingview.com/v/n4NK9sLH/,2026-07-08T18:33:02.677Z
960,Trailing SL Strategy [QuantNomad],OK,,OK,https://www.tradingview.com/v/n3vj0MIi/,2026-07-08T18:35:46.215Z
961,Multi ZigZag Harmonic Patterns,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:36:42.887Z
962,Support & Resistance AI (K means/median) [ThinkLogicAI],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:37:40.694Z
963,Double Top/Bottom - Ultimate (OS),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:41:01.579Z
964,FVG Positioning Average [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 122,SKIP,,2026-07-08T18:42:14.455Z
965,Buy sell wait,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:43:18.438Z
966,Trend Line,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:44:15.341Z
967,Predictive Channels [LuxAlgo],OK,,OK,https://www.tradingview.com/v/U8SB8fWq/,2026-07-08T18:46:37.586Z
968,Trend Lines Pro for Indicators,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T18:48:00.936Z
969,Smart Money Index (SMI),OK,,OK,https://www.tradingview.com/v/PQEvcezt/,2026-07-08T18:50:42.017Z
970,Bollinger Band with RSI,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:51:51.062Z
971,Dynamic Support/Resistance Zones [ChartPrime],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T18:54:30.738Z
972,Moving Average Exponential x 4,OK,,OK,https://www.tradingview.com/v/uKFF7Vc3/,2026-07-08T18:56:51.795Z
973,buy/sell signals with Support/Resistance (InvestYourAsset),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:57:49.698Z
974,Trend Filter (2-pole) [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T18:58:45.624Z
975,Sweep institutional,REJECTED,Null/empty/NaN value found in indicator columns at row 299,SKIP,,2026-07-08T19:00:52.645Z
976,Logarithmic Regression Channel-Trend [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:01:51.333Z
977,Order Block Finder | Gold | ProjectSyndicate,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:02:49.236Z
978,PPO Divergence Alerts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:03:46.367Z
979,Reversal Signals [AlgoAlpha],OK,,OK,Not Available,2026-07-08T19:05:34.335Z
980,Buy/Sell Volume Totals for Period,OK,,OK,https://www.tradingview.com/v/BWi50XyT/,2026-07-08T19:08:11.442Z
981,Indicators Overlay,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:09:07.345Z
982,ICT ADR Levels - Judas x Daily Range Meter°,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:10:04.957Z
983,Pivot Levels [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:11:00.688Z
984,Fibonacci Toolkit [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:13:04.671Z
985,Gann High Low,OK,,OK,https://www.tradingview.com/v/XNQSLIYb/,2026-07-08T19:15:35.927Z
986,Market Structure Confluence [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:16:33.156Z
987,Stochastic Heat Map,OK,,OK,https://www.tradingview.com/v/7PRbCBjk/,2026-07-08T19:19:00.848Z
988,GMMA Oscillator v1 by JustUncleL,OK,,OK,https://www.tradingview.com/v/YESRunMr/,2026-07-08T19:21:40.945Z
989,Indicator: Custom COG channel,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:23:50.238Z
990,Scalping Support Resistance Strategy,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:24:49.246Z
991,Liquidity Heatmap LTF [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:26:05.174Z
992,POCs and VAHs VALs - All and Non-Broken,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:29:32.767Z
993,Relative Strength of Volume Indicators by DGT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:30:27.618Z
994,Range Identifier [LazyBear],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:31:34.588Z
995,Multi-Timeframe VWAP,REJECTED,Null/empty/NaN value found in OHLCV columns at row 2,SKIP,,2026-07-08T19:32:35.836Z
996,"Market Structure- ZigZag, Break of Structure & Order Blocks",OK,,OK,https://www.tradingview.com/v/NXgQEbZi/,2026-07-08T19:35:00.306Z
997,Market Structure Trailing Stop [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:35:56.086Z
998,Machine Learning Momentum Index (MLMI) [Zeiierman],OK,,OK,https://www.tradingview.com/v/I2X9DE84/,2026-07-08T19:38:15.913Z
999,Heiken Ashi zero lag EMA v1.1 by JustUncleL,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:39:24.218Z
1000,Fibonacci + Support/Resistant + Trendline (Price action),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:40:26.393Z
1001,RS Rating,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:44:28.552Z
1002,Evasive SuperTrend [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:45:34.635Z
1003,Volume Profile [Makit0],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:46:38.891Z
1004,RedK Momentum Bars (RedK Mo_Bars),OK,,OK,https://www.tradingview.com/v/O52gURXf/,2026-07-08T19:49:21.980Z
1005,Laguerre Multi-Filter [DW],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:50:32.556Z
1006,RSI Swing Signal,OK,,OK,https://www.tradingview.com/v/FL8PP1Dg/,2026-07-08T19:53:14.399Z
1007,Fractal and Alligator Alerts by JustUncleL,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:54:28.926Z
1008,Momentum adjusted Moving Average by DGT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T19:55:33.755Z
1009,Gann Box (Zeiierman),FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T19:58:21.076Z
1010,CRT + Daily Bias - Milana Trades,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T19:59:35.335Z
1011,RVOL Relative Volume - Intraday,OK,,OK,https://www.tradingview.com/v/tCblSVVi/,2026-07-08T20:03:55.516Z
1012,CM Time Based Vertical Lines,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:04:48.694Z
1013,CM_ADX_V1,OK,,OK,Not Available,2026-07-08T20:07:19.062Z
1014,Poor man's volume profile,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:08:18.689Z
1015,Trend Speed Analyzer (Zeiierman),OK,,OK,https://www.tradingview.com/v/YUAV6jit/,2026-07-08T20:13:33.329Z
1016,Volume Bubbles & Liquidity Heatmap [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:15:17.446Z
1017,Liquidity Structure & Order Flow [LuxAlgo],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T20:18:58.381Z
1018,FVG / Imbalance ZONES (@JP7FX),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:20:16.485Z
1019,Double EMA WIth Pullback Buy Sell Signal - Smarter Algo,FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T20:23:53.687Z
1020,Bullish Engulfing automatic finding script,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:25:24.796Z
1021,"All-In-One Sessions, Weekly, Monday, Previous Highs/Lows",REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:26:22.763Z
1022,Pip collector [LazyBear],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:27:17.067Z
1023,SUPERTREND ATR WITH TRAILING STOP LOSS,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:29:05.076Z
1024,Super Trend Daily 2.0 BF,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:32:00.150Z
1025,Support/Resistance Zone [TORYS],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:33:07.948Z
1026,Slow Heiken Ashi,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:34:46.067Z
1027,Volume Bar Breakout and Breakdown  Indicator,OK,,OK,https://www.tradingview.com/v/V2cjsLhI/,2026-07-08T20:37:09.087Z
1028,HTF Candle Profile [ChartPrime],OK,,OK,https://www.tradingview.com/v/5d1au2Dh/,2026-07-08T20:42:09.601Z
1029,SMC + OB + FVG + Reversal + UT Bot + Hull Suite – by Fatich.id,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:43:01.746Z
1030,Market Structure Inducements ICT [TradinFinder] CHoch BOS Sweeps,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:43:56.824Z
1031,Bollinger Bands (Nadaraya Smoothed) | Flux Charts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:44:48.936Z
1032,Fractal Break Imbalance / Fair Value Gap (FVG) / Liquidity Void,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:45:45.370Z
1033,Liquidity Grab Zones | Flux Charts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:46:37.761Z
1034,CM_Gap_Indicator_Intra-Day_V2.1,REJECTED,Null/empty/NaN value found in OHLCV columns at row 2,SKIP,,2026-07-08T20:47:32.209Z
1035,Liquidity Sniper Pro,OK,,OK,https://www.tradingview.com/v/UbrDvLVh/,2026-07-08T20:49:45.016Z
1036,Moon Cycles,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:50:34.772Z
1037,Divergences for many indicators v2.0,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:51:24.179Z
1038,AI Moving Average (Expo),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:52:16.497Z
1039,Order Blocks Volume Delta 3D | Flux Charts,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:53:06.318Z
1040,Zero Lag Liquidity [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T20:53:56.556Z
1041,Open Interest Profile [Fixed Range] - By Leviathan,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:54:43.481Z
1042,RSI Trendlines with Breakouts,OK,,OK,https://www.tradingview.com/v/YcKrOcXe/,2026-07-08T20:57:00.567Z
1043,BOS/CHOCH Demand & Supply,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T20:57:48.869Z
1044,Bayesian Trend Indicator [ChartPrime],OK,,OK,https://www.tradingview.com/v/rVEhAQDO/,2026-07-08T21:00:47.471Z
1045,kNN Market Architecture [LuxAlgo],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T21:03:43.514Z
1046,RSI Shift Zone [ChartPrime],OK,,OK,https://www.tradingview.com/v/5azMGL1V/,2026-07-08T21:08:09.478Z
1047,Captain Backtest Model [TFO],OK,,OK,https://www.tradingview.com/v/tOQ8gnxj/,2026-07-08T21:13:35.314Z
1048,A Useful MA Weighting Function For Controlling Lag & Smoothness,OK,,OK,https://www.tradingview.com/v/mheEtfmN/,2026-07-08T21:17:37.138Z
1049,Auto Fibonacci and Gann Fan/Retracements Combo,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:18:56.892Z
1050,Polynomial Regression Extrapolation [LuxAlgo],FAIL,Download failed: CSV verification failed: 'Volume' column is missing or CSV is invalid.,SKIP,,2026-07-08T21:24:59.312Z
1051,TUE ADX/MACD Confluence V1.0,OK,,OK,https://www.tradingview.com/v/A37vsAuW/,2026-07-08T21:30:46.565Z
1052,Indicator: Trend Trigger Factor,OK,,OK,https://www.tradingview.com/v/wSMZKu7B/,2026-07-08T21:34:24.874Z
1053,Backtesting 3commas DCA Bot v2,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:35:39.349Z
1054,Quarterly Earnings,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:36:36.733Z
1055,Gann Fan,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:38:46.868Z
1056,Price Action Doji Harami v0.2 by JustUncleL,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:39:41.788Z
1057,Whalemap [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:42:58.427Z
1058,Schaff Trend Cycle,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:45:30.871Z
1059,Volume composition / Flowly Indicators,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:46:35.518Z
1060,"Volume Profile - Custom Range, Interactive by DGT",REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:47:48.350Z
1061,Balanced Price Range | Flux Charts,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:49:59.565Z
1062,Indicator Panel,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:51:01.970Z
1063,CM Stochastic POP Method 1 - Jake Bernstein_V1,OK,,OK,https://www.tradingview.com/v/ubxXu7fY/,2026-07-08T21:53:54.765Z
1064,Moving average deviation rate,OK,,OK,https://www.tradingview.com/v/25KCgL9H/,2026-07-08T21:56:34.819Z
1065,Elastic Volume Weighted Moving Average & Envelope [LazyBear],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:57:29.882Z
1066,ICT SMT (fadi),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T21:58:27.506Z
1067,MACD Divergence MultiTimeFrame [FantasticFox],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T21:59:43.517Z
1068,72s Strat: Backtesting Adaptive HMA+ pt.1,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:00:53.484Z
1069,Liquidity Heatmap [BigBeluga],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T22:03:50.770Z
1070,Supply Demand Zones Pro,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:04:56.638Z
1071,ICT Master Suite [Trading IQ],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:07:49.466Z
1072,Auto TrendLines [HeWhoMustNotBeNamed],FAIL,Download failed: Could not find Table view,SKIP,,2026-07-08T22:10:25.430Z
1073,Renko Chart,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:11:23.911Z
1074,[JRL] MM Fibonacci,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:12:19.816Z
1075,Smart Money Setup 01 [TradingFinder]Double Order Blocks Proof,REJECTED,Null/empty/NaN value found in indicator columns at row 300,SKIP,,2026-07-08T22:13:15.179Z
1076,Pivot Range Pivot Boss,OK,,OK,https://www.tradingview.com/v/aaiSbWNj/,2026-07-08T22:15:40.179Z
1077,Neglected Volume by DGT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:16:37.241Z
1078,CM Heikin-Ashi Candlesticks_V1,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:17:38.876Z
1079,CM Renko Overlay Bars,OK,,OK,https://www.tradingview.com/v/UJhxAYwk/,2026-07-08T22:20:09.711Z
1080,Luxy Super-Duper SuperTrend Predictor Engine and Buy/Sell signal,REJECTED,Null/empty/NaN value found in indicator columns at row 9,SKIP,,2026-07-08T22:21:13.405Z
1081,Trend Lines + Figure Detect (cross) SL  + TP + RSI + Posicion,FAIL,Script extraction failed: Source code button not found.,FAIL,,2026-07-08T22:23:48.212Z
1082,ICT Silver Bullet | Flux Charts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:24:46.682Z
1083,Delta Reaction Zones [BOSWaves],OK,,OK,https://www.tradingview.com/v/G8tUvoPI/,2026-07-08T22:27:03.392Z
1084,FRAMA Channel [BigBeluga],OK,,OK,https://www.tradingview.com/v/hskyfPWP/,2026-07-08T22:30:12.407Z
1085,VolumeHeatmap | Experimental Version of Marketorders Matrix,OK,,OK,https://www.tradingview.com/v/peJ263bG/,2026-07-08T22:33:51.400Z
